State,State_FIPS,Region,Year,Month,DailywoBoard_final,HourlyComposite_final,MonthlyComposite_final,TotalHiredSeasonal_final,Mexican_final,HiredWorkersonFarms_final,Local_final,Intrastate_final,Interstate_final,TotalForeign_final,Jamaican_final,Bahamian_final,BWIOthers_final,BWI_final,Canadian_final,CanadianOthers_final,PuertoRican_final,OtherForeign_final,TotalAg_final,Nonlocal_final,Farmworkers_Total,Farmworkers_Family,Farmworkers_Hired,Petroleum,Tractors,Cotton_machine,Sugarbeet_machine,Sugarbeet_monogerm,SugarBeets,Cotton,Tomatoes_total,Lettuce,Strawberries_total,Citrus,Cantaloupes,BrusselsSprouts,Asparagus_total,Celery,Cucumbers_pickle,Tomatoes_fresh,Tomatoes_proc,Strawberries_fresh,Strawberries_proc,Asparagus_fresh,Asparagus_proc,TotalHiredSeasonal_dual,TotalHiredSeasonal_HP,TotalAg_dual,TotalAg_HP,Mexican_dual,Mexican_HP,TotalForeign_dual,TotalForeign_HP,TotalDomestic_dual,Local_dual,Local_HP,Intrastate_dual,Intrastate_HP,Interstate_dual,Interstate_HP,Jamaican_dual,Jamaican_HP,Bahamian_dual,Bahamian_HP,BWI_dual,BWI_HP,Canadian_dual,Canadian_HP,PuertoRican_dual,PuertoRican_HP,OtherForeign_dual,OtherForeign_HP,cropland_1954,State_name,pop1950
IN,18,3.0,1964,11.0,,,,,,,,,,,,,,,,,,,,,157,140,17,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1954,10.0,6.8,0.767,,7487.0,44.0,280000.0,1538.0,0.0,1258.0,192.0,,,148,,,,62.0,,3050.0,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,7487,,3050,,44,,192,,2858,1538,,0,,1258,,,,,,,,,,62,,,,11333000,Indiana,3934224
IN,18,3.0,1953,1.0,6.8,0.649,,,,114000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,2.0,,,,,,,,,,,,,,,,,,,,,157,149,8,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1944,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1961,2.0,,,,,,,,,,,,,,,,,,,,,181,169,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1966,1.0,9.6,0.923,,,,64000.0,,,,,,,,,,,,,,,129,123,6,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1952,10.0,6.9,0.737,,,0.0,369000.0,,,371.0,,,,,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,371,,,,,,0,,,,10,,,11333000,Indiana,3934224
IN,18,3.0,1958,10.0,7.6,0.82,,1703.0,82.0,287000.0,678.0,279.0,191.0,116.0,,,34,,,,49.0,,1313.0,,238,198,40,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,1703,,1313,,82,,116,,1197,678,,279,,191,,,,,,,,,,49,,,,11333000,Indiana,3934224
IN,18,3.0,1955,7.0,7.0,0.749,,3424.0,125.0,384000.0,1382.0,0.0,1834.0,147.0,,,22,,,,6.0,,3369.0,,,,,,,,,,,,254720.0,,468.0,,62,,712.0,,62,1120.0,253600,468,,112.0,600,3424,,3369,,125,,147,,3222,1382,,0,,1834,,,,,,,,,,6,,,,11333000,Indiana,3934224
IN,18,3.0,1944,7.0,4.25,,73.25,,60.0,313000.0,,,,,334.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,334,,,,,,,,,,6.0,,11333000,Indiana,3934224
IN,18,3.0,1946,5.0,,,,,90.0,,,,,249.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,249,,,,,,,,,159,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,6.0,,,,2709.0,,,824.0,0.0,1885.0,0.0,,,,,,,20.0,,,,130,116,14,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,2709,,,,,,0,,2709,824,,0,,1885,,,,,,,,,,20,,,,11333000,Indiana,3934224
IN,18,3.0,1963,6.0,,,,3499.0,0.0,,1459.0,0.0,2040.0,0.0,,,,0.0,,0,0.0,,,,248,208,40,,,,,,,,273600.0,,0.0,,45,,0.0,,,,273600,,,,,3499,,,,0,,0,,3499,1459,,0,,2040,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,,1973,12.0,,,,,,,,,,,,,,,,,,,,,117,111,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1966,9.0,,,,9702.0,,,1117.0,0.0,8585.0,0.0,,,,,,,0.0,,,,163,138,25,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,9702,,,,,,0,,9702,1117,,0,,8585,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1971,2.0,,,,,,,,,,,,,,,,,,,,,111,107,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,10.0,13.9,,,2609.0,,135000.0,661.0,0.0,1948.0,0.0,,,,,,,11.0,,,,143,129,14,,,,,,,,,,,,,,,,,,,,,,,2609,,,,,,0,,2609,661,,0,,1948,,,,,,,,,,11,,,,11333000,Indiana,3934224
IN,18,,1970,3.0,,,,,,,,,,,,,,,,,,,,,119,112,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1958,12.0,,,,,,,,,,,,,,,,,,,,,200,185,15,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1960,11.0,,,,283.0,40.0,,219.0,0.0,24.0,40.0,,,,0.0,,0,0.0,,,,213,189,24,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,283,,,,40,,40,,243,219,,0,,24,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1957,9.0,,,,20596.0,402.0,,1587.0,0.0,6714.0,1416.0,,,1014,,,,44.0,,9761.0,,250,201,49,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,20596,,9761,,402,,1416,,8345,1587,,0,,6714,,,,,,,,,,44,,,,11333000,Indiana,3934224
IN,18,3.0,1954,11.0,,,,,,,,,,,,,,,,,,,,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1945,12.0,,,,,,,,,,62.0,40.0,2.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,40,,2.0,,,,,,,,20.0,,11333000,Indiana,3934224
IN,18,3.0,1956,8.0,,,,12165.0,520.0,,1704.0,0.0,4723.0,871.0,,,351,,,,16.0,,7314.0,,,,,,,,,,,,349808.0,,288.0,,54,,586.0,,39,1008.0,348800,288,,56.0,530,12165,,7314,,520,,871,,6443,1704,,0,,4723,,,,,,,,,,16,,,,11333000,Indiana,3934224
IN,18,3.0,1966,4.0,10.4,0.844,,,,91000.0,,,,,,,,,,,,,,,145,132,13,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1943,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1947,8.0,,,,,131.0,,,,,217.0,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,217,,,,,,,,,,,86.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1971,1.0,13.4,1.38,,,,50000.0,,,,,,,,,,,,,,,111,106,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1952,7.0,7.2,0.724,,,320.0,321000.0,,,3844.0,,,,,103.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,3844,,,,,,103,,,,12,,,11333000,Indiana,3934224
IN,18,3.0,1957,5.0,,,,2409.0,0.0,,975.0,0.0,1396.0,30.0,,,30,,,,8.0,,2409.0,,,,,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,2409,,2409,,0,,30,,2379,975,,0,,1396,,,,,,,,,,8,,,,11333000,Indiana,3934224
IN,18,3.0,1947,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,7.0,9.0,0.904,,3981.0,100.0,247000.0,2362.0,0.0,1519.0,100.0,,,,0.0,,0,0.0,,,,217,182,35,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,3981,,,,100,,100,,3881,2362,,0,,1519,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1956,9.0,,,,22572.0,269.0,,1882.0,17.0,7453.0,1146.0,,,877,,,,48.0,,10546.0,,,,,,,,,,,,349808.0,,288.0,,54,,586.0,,39,1008.0,348800,288,,56.0,530,22572,,10546,,269,,1146,,9400,1882,,17,,7453,,,,,,,,,,48,,,,11333000,Indiana,3934224
IN,18,3.0,1965,4.0,9.0,0.759,,355.0,0.0,90000.0,194.0,0.0,161.0,0.0,,,,0.0,,,0.0,0.0,,,169,152,17,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,355,,,,0,,0,,355,194,,0,,161,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1968,11.0,,,,,,,,,,,,,,,,,,,,,122,112,10,,,,,,,,286200.0,,0.0,,,,0.0,,,,286200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1949,10.0,5.5,0.6259999871253967,,,,442000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,3.0,,,,,,,,,,,,,,,,,,,,,179,167,12,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1944,12.0,,,,,22.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,6,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1954,9.0,,,,19540.0,73.0,,1586.0,5.0,6665.0,305.0,,,232,,,,62.0,,8623.0,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,19540,,8623,,73,,305,,8318,1586,,5,,6665,,,,,,,,,,62,,,,11333000,Indiana,3934224
IN,18,3.0,1956,10.0,7.7,0.825,,5414.0,135.0,275000.0,1214.0,0.0,976.0,316.0,,,181,,,,28.0,,2534.0,,,,,,,,,,,,349808.0,,288.0,,54,,586.0,,39,1008.0,348800,288,,56.0,530,5414,,2534,,135,,316,,2218,1214,,0,,976,,,,,,,,,,28,,,,11333000,Indiana,3934224
IN,18,3.0,1961,8.0,,,,5811.0,553.0,,1542.0,0.0,3708.0,553.0,,,,0.0,,0,8.0,,,,219,184,35,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,5811,,,,553,,553,,5258,1542,,0,,3708,,,,,,0,,,,8,,,,11333000,Indiana,3934224
IN,18,3.0,1944,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1963,1.0,8.6,0.849,,,,91000.0,,,,,,,,,,,,,,,159,150,9,,,,,,,,273600.0,,0.0,,45,,0.0,,,,273600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1958,6.0,,,,4936.0,0.0,,1860.0,0.0,2397.0,103.0,,,103,,,,36.0,,4396.0,,268,234,34,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,4936,,4396,,0,,103,,4293,1860,,0,,2397,,,,,,,,,,36,,,,11333000,Indiana,3934224
IN,18,3.0,1952,1.0,6.4,0.61,,,,104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1954,8.0,,,,7848.0,309.0,,1303.0,0.0,3462.0,403.0,,,94,,,,32.0,,5200.0,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,7848,,5200,,309,,403,,4797,1303,,0,,3462,,,,,,,,,,32,,,,11333000,Indiana,3934224
IN,18,3.0,1944,1.0,4.05,,66.25,,,185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1945,1.0,4.35,,71.0,,22.0,160000.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,4,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1965,6.0,,,,2853.0,0.0,,940.0,0.0,1913.0,0.0,,,,0.0,,,0.0,0.0,,,201,169,32,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,2853,,,,0,,0,,2853,940,,0,,1913,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1973,4.0,16.5,,,,,78000.0,,,,,,,,,,,,,,,141,131,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1973,6.0,,,,,,,623.0,0.0,892.0,,,,,,,,17.0,,,,173,148,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,623,,0,,892,,,,,,,,,,17,,,,11333000,Indiana,3934224
IN,18,3.0,1952,6.0,,,,,0.0,,,,4248.0,,,,,194.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4248,,,,,,194,,,,12,,,11333000,Indiana,3934224
IN,18,,1960,3.0,,,,,,,,,,,,,,,,,,,,,201,187,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1952,9.0,,,,,0.0,,,,9493.0,,,,,319.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9493,,,,,,319,,,,21,,,11333000,Indiana,3934224
IN,18,3.0,1948,7.0,5.9,0.6,103.0,,,279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1959,2.0,,,,,,,,,,,,,,,,,,,,,194,182,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1959,8.0,,,,8429.0,512.0,,1841.0,0.0,5456.0,993.0,,,,481.0,,0,139.0,,,,241,204,37,53151601,186853,,,,,,267320.0,,0.0,,65,,0.0,,,1120.0,266200,0,,,,8429,,,,512,,993,,7436,1841,,0,,5456,,,,,,481,,,,139,,,,11333000,Indiana,3934224
IN,18,3.0,1971,3.0,,,,,,,,,,,,,,,,,,,,,121,114,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1973,10.0,16.3,,,,,122000.0,,,,,,,,,,,,,,,146,131,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1965,1.0,9.2,0.909,,,,73000.0,,,,,,,,,,,,,,,134,127,7,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1943,8.0,,,,,,,,,,,315.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,27.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1943,6.0,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,3.0,,,,,,,,,,,,,,,,,,,,,133,124,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1966,5.0,,,,1621.0,0.0,,527.0,0.0,1094.0,0.0,,,,0.0,,,0.0,0.0,,,185,166,19,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,1621,,,,0,,0,,1621,527,,0,,1094,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1971,5.0,,,,,,,1058.0,277.0,203.0,,,,,,,,0.0,,,,142,131,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538,1058,,277,,203,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,,1973,9.0,,,,,,,,,,,,,,,,,,,,,145,129,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1958,8.0,,,,8202.0,423.0,,2114.0,2.0,3524.0,650.0,,,227,,,,84.0,,6374.0,,252,205,47,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,8202,,6374,,423,,650,,5724,2114,,2,,3524,,,,,,,,,,84,,,,11333000,Indiana,3934224
IN,18,3.0,1972,9.0,,,,6981.0,,,890.0,0.0,6091.0,0.0,,,,,,,11.0,,,,149,132,17,,,,,,,,,,,,,,,,,,,,,,,6981,,,,,,0,,6981,890,,0,,6091,,,,,,,,,,11,,,,11333000,Indiana,3934224
IN,18,3.0,1947,1.0,5.1,,87.5,,,172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1970,11.0,,,,,,,,,,,,,,,,,,,,,119,110,9,,,,,,,,295200.0,,0.0,,,,0.0,,,,295200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1955,10.0,7.2,0.795,,2198.0,29.0,234000.0,695.0,0.0,666.0,29.0,,,0,,,,18.0,,1408.0,,,,,,,,,,,,254720.0,,468.0,,62,,712.0,,62,1120.0,253600,468,,112.0,600,2198,,1408,,29,,29,,1379,695,,0,,666,,,,,,,,,,18,,,,11333000,Indiana,3934224
IN,18,3.0,1954,4.0,6.7,0.582,,,,152000.0,,,,,,,,,,,,,,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1961,10.0,8.4,0.877,,4035.0,168.0,272000.0,1701.0,0.0,1966.0,360.0,,,,192.0,,0,8.0,,,,208,176,32,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,4035,,,,168,,360,,3675,1701,,0,,1966,,,,,,192,,,,8,,,,11333000,Indiana,3934224
IN,18,3.0,1951,7.0,6.4,0.678,,,,320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,5.0,,,,,,,773.0,0.0,893.0,,,,,,,,0.0,,,,180,162,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,773,,0,,893,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1959,12.0,,,,,,,,,,,,,,,,,,,,,191,178,13,53151601,186853,,,,,,267320.0,,0.0,,65,,0.0,,,1120.0,266200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,11.0,,,,,,,,,,,,,,,,,,,,,138,126,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1967,10.0,11.4,1.14,,5928.0,,146000.0,560.0,0.0,5368.0,0.0,,,,,,,0.0,,,,140,122,18,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,5928,,,,,,0,,5928,560,,0,,5368,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1958,9.0,,,,20472.0,337.0,,1924.0,0.0,6134.0,1157.0,,,820,,,,74.0,,9289.0,,247,197,50,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,20472,,9289,,337,,1157,,8132,1924,,0,,6134,,,,,,,,,,74,,,,11333000,Indiana,3934224
IN,18,3.0,1950,9.0,,,,,0.0,,,,9395.0,,60.0,,,,0.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9395,,60.0,0.0,0.0,,,,0,,30,,,11333000,Indiana,3934224
IN,18,3.0,1971,7.0,13.4,,,,,147000.0,11713.0,929.0,1829.0,,,,,,,,0.0,,,,147,127,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14471,11713,,929,,1829,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1947,7.0,5.4,,92.6,,114.0,276000.0,,,,162.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,162,,,,,,,,,,,48.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1968,9.0,,,,,,,1092.0,0.0,8926.0,,,,,,,,0.0,,,,134,119,15,,,,,,,,286200.0,,0.0,,,,0.0,,,,286200,,,,,,,,,,,,,10018,1092,,0,,8926,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1946,12.0,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,8,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1942,1.0,2.55,,42.75,,,230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1963,9.0,,,,10320.0,14.0,,1995.0,0.0,8311.0,14.0,,,,0.0,,0,0.0,,,,206,166,40,,,,,,,,273600.0,,0.0,,45,,0.0,,,,273600,,,,,10320,,,,14,,14,,10306,1995,,0,,8311,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1975,1.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1952,4.0,6.6,0.552,,,,171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1957,10.0,8.0,0.841,,8465.0,125.0,254000.0,1181.0,0.0,2574.0,653.0,,,528,,,,48.0,,4456.0,,225,193,32,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,8465,,4456,,125,,653,,3803,1181,,0,,2574,,,,,,,,,,48,,,,11333000,Indiana,3934224
IN,18,3.0,1962,7.0,8.6,0.858,,4203.0,244.0,290000.0,2263.0,786.0,910.0,244.0,,,,0.0,,0,,,,,226,192,34,,,,,,,,342464.0,,0.0,,52,,0.0,,,1064.0,341400,,,,,4203,,,,244,,244,,3959,2263,,786,,910,,,,,,0,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,10.0,12.9,1.31,,1346.0,,125000.0,702.0,412.0,232.0,0.0,,,,,,,0.0,,,,140,123,17,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,1346,,,,,,0,,1346,702,,412,,232,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,,1959,3.0,,,,,,,,,,,,,,,,,,,,,219,201,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1957,6.0,,,,4837.0,4.0,,1462.0,0.0,2564.0,193.0,,,189,,,,38.0,,4257.0,,,,,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,4837,,4257,,4,,193,,4064,1462,,0,,2564,,,,,,,,,,38,,,,11333000,Indiana,3934224
IN,18,3.0,1961,1.0,8.0,0.805,,,,95000.0,,,,,,,,,,,,,,,163,155,8,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1958,5.0,,,,2019.0,0.0,,793.0,0.0,1218.0,0.0,,,0,,,,8.0,,2019.0,,264,232,32,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,2019,,2019,,0,,0,,2019,793,,0,,1218,,,,,,,,,,8,,,,11333000,Indiana,3934224
IN,18,3.0,1958,7.0,7.7,0.787,,4859.0,46.0,235000.0,2168.0,0.0,2562.0,68.0,,,22,,,,61.0,,4859.0,,259,223,36,,,,,,,,212820.0,,0.0,,60,,0.0,,55,1120.0,211700,0,,,,4859,,4859,,46,,68,,4791,2168,,0,,2562,,,,,,,,,,61,,,,11333000,Indiana,3934224
IN,18,3.0,1943,7.0,3.8,,64.0,,,332000.0,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1946,4.0,4.85,,84.1,,,188000.0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1967,8.0,,,,7731.0,,,1000.0,0.0,6731.0,0.0,,,,,,,0.0,,,,135,119,16,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,7731,,,,,,0,,7731,1000,,0,,6731,,,,,,,,,,0,,,,11333000,Indiana,3934224
